0,581
1,372
2,462
3,288
4,369
5,352
6,551
7,354
8,356
9,380
10,352
11,349
12,295
13,349
14,350
15,369
16,343
17,282
18,278
19,348
20,286
21,361
22,347
23,282
24,343
25,269
26,358
27,340
28,351
29,343
30,357
31,348
32,409
33,350
34,356
35,380
36,384
37,369
38,384
39,291
40,367
41,356
42,357
43,350
44,402
45,366
46,359
47,357
48,347
49,373
50,362
51,371
52,343
53,620
54,830
55,563
56,300
57,500
58,392
59,823
60,793
61,446
62,351
63,303
64,372
65,349
66,423
67,359
68,334
69,359
70,369
71,494
72,386
73,361
74,373
75,351
76,402
77,346
78,362
79,287
80,371
81,585
82,376
83,399
84,439
85,393
86,388
87,378
88,293
89,471
90,380
91,361
92,360
93,294
94,366
95,284
96,496
97,363
98,363
99,341
100,340
101,351
102,352
103,368
104,380
105,344
106,349
107,345
108,1192
109,360
110,354
111,348
112,480
113,406
114,338
115,348
116,358
117,826
118,353
119,361
120,446
121,367
122,366
123,359
124,308
125,338
126,276
127,283
128,363
129,360
130,295
131,352
132,360
133,365
134,287
135,359
136,313
137,348
138,517
139,601
140,440
141,508
142,720
143,625
144,320
145,1068
146,361
147,351
148,358
149,305
150,352
151,275
152,377
153,284
154,351
155,365
156,348
157,362
158,340
159,351
160,338
161,349
162,342
163,333
164,355
165,344
166,350
167,375
168,345
169,346
170,342
171,287
172,378
173,358
174,353
175,393
176,407
177,348
178,349
179,345
180,354
181,347
182,329
183,361
184,352
185,350
186,370
187,464
188,353
189,366
190,437
191,535
192,404
193,352
194,294
195,344
196,344
197,346
198,337
199,343
200,411
201,347
202,345
203,350
204,342
205,292
206,354
207,446
208,412
209,337
210,361
211,572
212,344
213,343
214,344
215,340
216,277
217,348
218,353
219,342
220,298
221,355
222,352
223,357
224,343
225,357
226,355
227,383
228,356
229,357
230,308
231,302
232,368
233,476
234,668
235,345
236,368
237,348
238,713
239,355
240,360
241,351
242,357
243,507
244,360
245,362
246,347
247,367
248,375
249,355
250,341
251,381
252,367
253,349
254,547
255,345
256,344
257,346
258,378
259,359
260,363
261,465
262,358
263,410
264,369
265,360
266,358
267,360
268,286
269,348
270,332
271,356
272,360
273,392
274,533
275,827
276,461
277,607
278,765
279,361
280,369
281,383
282,354
283,352
284,344
285,350
286,343
287,370
288,1332
289,343
290,410
291,344
292,1012
293,394
294,1239
295,988
296,340
297,343
298,970
299,382
300,1298
301,2359
302,520
303,347
304,783
305,288
306,363
307,765
308,372
309,457
310,505
311,338
312,630
313,282
314,275
315,484
316,369
317,368
318,402
319,286
320,389
321,282
322,376
323,364
324,304
325,349
326,360
327,379
328,360
329,287
330,367
331,396
332,1013
333,345
334,290
335,369
336,377
337,294
338,384
339,377
340,282
341,415
342,363
343,341
344,346
345,285
346,294
347,337
348,274
349,277
350,421
351,376
352,1858
353,560
354,547
355,621
356,738
357,380
358,318
359,516
360,320
361,682
362,499
363,425
364,381
365,378
366,669
367,480
368,443
369,345
370,293
371,421
372,451
373,535
374,312
375,296
376,379
377,391
378,368
379,326
380,304
381,459
382,438
383,590
384,862
385,2029
386,1518
387,1586
388,1318
389,889
390,463
391,598
392,565
393,501
394,573
395,465
396,403
397,347
398,386
399,418
400,381
401,350
402,530
403,351
404,352
405,551
406,345
407,352
408,306
409,299
410,364
411,413
412,413
413,342
414,384
415,357
416,349
417,485
418,447
419,412
420,352
421,357
422,365
423,356
424,401
425,289
426,344
427,379
428,347
429,344
430,419
431,289
432,358
433,360
434,388
435,348
436,372
437,370
438,436
439,364
440,330
441,657
442,350
443,297
444,350
445,368
446,305
447,357
448,298
449,353
450,356
451,562
452,408
453,373
454,365
455,358
456,554
457,648
458,352
459,359
460,378
461,353
462,349
463,371
464,480
465,372
466,394
467,376
468,346
469,359
470,430
471,352
472,353
473,283
474,347
475,359
476,343
477,343
478,314
479,362
480,299
481,606
482,351
483,524
484,364
485,1166
486,498
487,368
488,436
489,392
490,455
491,467
492,355
493,351
494,372
495,357
496,293
497,479
498,279
499,362
500,284
501,346
502,352
503,511
504,541
505,514
506,386
507,521
508,331
509,368
510,364
511,349
512,359
513,354
514,464
515,384
516,315
517,309
518,282
519,378
520,354
521,353
522,354
523,292
524,406
525,290
526,283
527,352
528,355
529,341
530,366
531,383
532,356
533,363
534,343
535,347
536,398
537,323
538,345
539,958
540,336
541,352
542,350
543,367
544,355
545,383
546,361
547,354
548,341
549,340
550,408
551,387
552,353
553,826
554,280
555,356
556,358
557,355
558,374
559,372
560,357
561,360
562,290
563,357
564,407
565,389
566,280
567,331
568,412
569,358
570,344
571,371
572,351
573,348
574,361
575,384
576,291
577,411
578,369
579,398
580,363
581,398
582,378
583,290
584,372
585,583
586,449
587,373
588,437
589,652
590,393
591,284
592,360
593,345
594,660
595,355
596,343
597,375
598,597
599,427
600,291
601,349
602,352
603,364
604,393
605,511
606,353
607,346
608,355
609,296
610,291
611,271
612,364
613,348
614,531
615,448
616,353
617,460
618,351
619,399
620,617
621,1066
622,366
623,361
624,367
625,888
626,404
627,342
628,345
629,346
630,388
631,361
632,386
633,290
634,280
635,279
636,344
637,363
638,904
639,360
640,347
641,358
642,339
643,507
644,358
645,359
646,283
647,354
648,378
649,1304
650,372
651,382
652,400
653,366
654,343
655,344
656,291
657,342
658,374
659,375
660,407
661,369
662,353
663,333
664,596
665,371
666,291
667,355
668,614
669,496
670,414
671,711
672,788
673,438
674,276
675,352
676,348
677,289
678,352
679,447
680,351
681,294
682,401
683,353
684,415
685,356
686,392
687,358
688,281
689,373
690,283
691,379
692,356
693,353
694,471
695,349
696,357
697,371
698,564
699,591
700,336
701,420
702,1198
703,402
704,401
705,398
706,396
707,349
708,291
709,283
710,269
711,370
712,393
713,388
714,925
715,445
716,389
717,423
718,366
719,378
720,344
721,362
722,423
723,408
724,346
725,552
726,377
727,453
728,285
729,356
730,379
731,342
732,349
733,347
734,283
735,430
736,346
737,358
738,353
739,336
740,272
741,296
742,346
743,362
744,351
745,350
746,593
747,350
748,386
749,510
750,470
751,359
752,396
753,351
754,330
755,512
756,414
757,283
758,532
759,347
760,339
761,273
762,406
763,382
764,351
765,345
766,360
767,352
768,360
769,527
770,630
771,853
772,856
773,711
774,350
775,369
776,353
777,369
778,357
779,341
780,437
781,282
782,352
783,352
784,310
785,348
786,407
787,1167
788,357
789,339
790,270
791,354
792,353
793,333
794,349
795,342
796,450
797,319
798,358
799,343
800,343
801,346
802,432
803,357
804,280
805,380
806,298
807,363
808,373
809,341
810,286
811,360
812,361
813,377
814,352
815,365
816,369
817,354
818,355
819,418
820,519
821,357
822,478
823,450
824,386
825,363
826,364
827,353
828,350
829,374
830,376
831,464
832,360
833,352
834,406
835,366
836,365
837,337
838,294
839,405
840,383
841,450
842,394
843,387
844,362
845,357
846,485
847,383
848,280
849,340
850,353
851,377
852,347
853,355
854,363
855,277
856,288
857,568
858,296
859,354
860,294
861,370
862,328
863,454
864,417
865,394
866,355
867,346
868,354
869,568
870,409
871,376
872,390
873,364
874,360
875,395
876,278
877,356
878,278
879,357
880,344
881,363
882,366
883,282
884,481
885,391
886,349
887,391
888,371
889,419
890,351
891,287
892,374
893,350
894,353
895,419
896,364
897,354
898,460
899,788
900,854
901,963
902,517
903,351
904,348
905,360
906,351
907,280
908,349
909,306
910,356
911,380
912,534
913,959
914,356
915,395
916,323
917,356
918,347
919,582
920,768
921,357
922,543
923,280
924,339
925,357
926,361
927,343
928,287
929,446
930,379
931,582
932,571
933,483
934,536
935,412
936,414
937,521
938,603
939,368
940,449
941,345
942,272
943,340
944,337
945,357
946,346
947,350
948,353
949,383
950,442
951,358
952,354
953,369
954,344
955,363
956,355
957,353
958,358
959,348
960,348
961,466
962,1422
963,286
964,355
965,360
966,296
967,374
968,360
969,377
970,361
971,640
972,1823
973,579
974,382
975,351
976,590
977,320
978,453
979,293
980,350
981,419
982,1411
983,391
984,371
985,586
986,292
987,452
988,451
989,373
990,392
991,382
992,738
993,403
994,861
995,991
996,978
997,327
998,292
999,347
